A C No.,Constituency Name,Category,Winner,Gender,Party,Votes,Runner Up,Gender,Party,Votes,Margin
254,Jhusi,GEN,Vijaya Yadav,F,SP,47798,Gyan Singh Patel,M,BSP,29134,18664
255,Handia,GEN,Mahesh Narain Singh,M,SP,73074,Rakesh Dhar Tripathi,M,BJP,45759,27315
256,Pratappur,GEN,Shyam Surat Upadhya,M,INC,33207,Jokhu Lal Yadava,M,SP,31317,1890
257,Soraon,GEN,Mohd Mujtaba Siddiqui,M,BSP,37619,Janki Devi,F,SP,36854,765
258,Nawabganj,GEN,Ansar Ahmad,M,AD,33213,Tulsi Ram Yadav,M,BSP,30556,2657
259,Allahabad North,GEN,Dr. Narendra Kumar Singh Gaur,M,BJP,30187,Anugrah Narayan Singh,M,NCP,25976,4211
260,Allahabad South,GEN,Keshari Nath Tripathi,M,BJP,37705,Shyama Charan Gupt,M,SP,35630,2075
261,Allahabad West,GEN,Khalid Azim Alias Ashraf,M,SP,90836,Pooja Pal,F,BSP,77453,13383
262,Chail,(SC),Dayaram,M,BSP,33799,Radhey Shyam Bhartiya,M,SP,20783,13016
263,Manjhanpur,(SC),Indrajeet Saroj,M,BSP,49381,Shiv Mohan Chaudhary,M,SP,45168,4213
264,Sirathu,(SC),Matesh Chandra Sonkar,M,BSP,33464,Shailendra Kumar,M,SP,29655,3809
265,Khaga,GEN,Mohd. Shafir,M,BSP,33332,Munna Lal Maurya,M,BJP,30258,3074
266,Kishunpur,(SC),Krishna Paswan,F,BJP,27274,Murlidhar,M,BSP,26488,786
267,Haswa,GEN,Ayodhya Prasad Pal,M,BSP,37983,Surendra Singh Gautam,M,BJP,34868,3115
268,Fatehpur,GEN,Anand Prakash Lohdi,M,BSP,55975,Radheyshyam Gupta,M,BJP,45565,10410
269,Jahanabad,GEN,Madan Gopal Varma,M,SP,27930,Syed Kasim Hasan,M,LJNSP,27462,468
270,Bindki,GEN,Amar Jeet Singh Jansewak,M,BJP,31658,Sukhdeo Prasad Verma,M,BSP,28348,3310
271,Arya Nagar,GEN,Haji Mushtaq Solanki,M,SP,46448,Anant Mishra Antu,M,BJP,19132,27316
272,Sishamau,(SC),Sanjeev Daryawadi,M,INC,29482,Kapoor Chandra Sonkar,M,BJP,23933,5549
273,Generalganj,GEN,Salil Vishnoi,M,BJP,28854,Abdul Mannan,M,INC,27823,1031
274,Kanpur Cantonment,GEN,Satish Mahana,M,BJP,45839,Girish Kumar Trivedi,M,INC,35774,10065
275,Govind Nagar,GEN,Ajay Kapoor,M,INC,117208,Balchandra Mishra,M,BJP,64248,52960
276,Kalyanpur,GEN,Prem Lata Katiyar,F,BJP,50521,Alok Mishra,M,INC,42359,8162
277,Sarsaul,GEN,Aruna Tomar,F,SP,47957,Ram Prasad,M,BSP,40964,6993
278,Ghatampur,GEN,Rakesh Sachan,M,SP,44108,Rajaram Pal,M,BSP,36852,7256
279,Bhognipur,(SC),Arun Kumari,F,SP,45071,Nirmala Sankhwar,F,BSP,35101,9970
280,Rajpur,GEN,Mahesh Chandra,M,IND,26626,Bhupendra Singh,M,BSP,25654,972
281,Sarvankhera,GEN,Ram Swaroop Singh,M,BSP,40461,Jag Ram Singh,M,SP,39844,617
282,Chaubepur,GEN,Ashok Kumar,M,BSP,27359,Chandra Prabha Shukla,F,BJP,26657,702
283,Bilhaur,(SC),Shiv Kumar Beria,M,SP,45337,Bhagwati Prasad,M,BSP,38911,6426
284,Derapur,GEN,Kamlesh Kumar Pathak,M,SP,57737,Devendra Singh @ Bhole Singh,M,BJP,42672,15065
285,Auraiya,GEN,Ram Ji Shukla,M,BSP,39435,Pradeep Singh Chauhan,M,SP,38402,1033
286,Ajitmal,(SC),Madan Singh (Santhosh Singh),M,SP,47613,Chakki Lal,M,BJP,37371,10242
287,Lakhana,(SC),Sukhdevi Verma,F,SP,39837,Munshi Lal,M,BJP,37695,2142
288,Etawah,GEN,Mahendra Singh Rajpoot,M,SP,36713,Jayveer Singh Bhadouriya,M,BJP,32683,4030
289,Jaswantnagar,GEN,Shiv Pal Singh Yadav,M,SP,80544,Ramesh Chandra Shakya,M,BSP,27555,52989
290,Bharthana,GEN,Vinod Kumar Yadav (Kakka),M,INC,53118,Pradip Kumar Yadav,M,SP,33358,19760
291,Bidhuna,GEN,Vinay Shakya,M,BSP,38094,Dhani Ram Verma,M,SP,30235,7859
292,Kannauj,(SC),Kalyan Singh Dohare,M,SP,38482,Banwari Lal Dohare,M,BJP,36680,1802
293,Umardha,GEN,Vijay Bahadur Pal,M,SP,40169,Vijay Singh Vidrohi,M,BSP,33424,6745
294,Chhibramau,GEN,Ram Prakash Tripathi,M,BJP,50564,Chhote Singh Yadav,M,SP,40565,9999
295,Kamalganj,GEN,Jamaluddin Siddiqui,M,SP,45579,Arvind Pratap Singh,M,BJP,43404,2175
296,Farrukhabad,GEN,Bijai Singh,M,IND,54518,Prabha Diwedi,F,BJP,45100,9418
297,Kaimganj,GEN,Luis Khursheed,F,INC,34908,Sushil Shakya,M,BJP,30644,4264
298,Mohammdabad,GEN,Narendra Singh Yadav,M,SP,49234,Suresh Chandra Singh,M,BJP,32303,16931
299,Manikpur,(SC),Daddu Prashad,M,BSP,49730,Lakhan Lal,M,BJP,26505,23225
300,Karwi,GEN,R.K. Singh Patel,M,BSP,48688,Bhairon Prasad Mishra,M,BJP,33173,15515
301,Baberu,GEN,Gaya Charan Dinkar,M,BSP,43530,Ram Autar S/O Gauri Shankar,M,SP,33710,9820
302,Tindwari,GEN,Vishambhar Prasad Nishad,M,SP,42096,Vivek Kumar Singh,M,BJP,39180,2916
303,Banda,GEN,Babu Lal Kushwaha,M,BSP,36748,Jamuna Prasad Bose,M,SP,34711,2037
304,Naraini,GEN,Dr. Surendra Pal Verma,M,BSP,40802,Naval Kishor,M,SP,34052,6750
305,Hamirpur,GEN,Sheo Charan,M,BSP,41636,Sadhvi Niranjan Jyoti,F,BJP,32674,8962
306,Maudaha,GEN,Badshah Singh,M,BJP,43001,Raj Narayan Alis Raju Maharaj,M,SP,37324,5677
307,Rath,GEN,Dhooram,M,BSP,39131,Phool Singh,M,RTKP,27506,11625
308,Charkhari,(SC),Ambesh Kumari,F,SP,25061,Pushpa,F,BJP,21403,3658
309,Mahoba,GEN,Siddha Gopal,M,SP,32637,Chandra Narayan Singh,M,BSP,30280,2357
310,Mehroni,GEN,Pooran Singh Bundela,M,BJP,55325,Vikram Singh,M,SP,42583,12742
311,Lalitpur,GEN,Birendra Singh Bund Bhagatraja,M,INC,52099,Tilak Yadav,M,SP,40052,12047
312,Jhansi,GEN,Pradeep Jain Aditya,M,INC,55941,Ravindra Shukla,M,BJP,39004,16937
313,Babina,(SC),Ratan Lal Ahirwar,M,SP,37491,Tilak Chandra Ahirwar,M,BSP,36160,1331
314,Mauranipur,(SC),Pragilal Ahirwar,M,BJP,36267,Bihari Lal Arya,M,INC,33942,2325
315,Garoutha,GEN,Brijendra Kumar Vyas,M,BSP,59724,Chandra Pal Singh Yadav,M,SP,46299,13425
316,Konch,(SC),Daya Shanker Verma,M,BJP,40882,Susheela Chaudhri,F,SP,29138,11744
317,Orai,GEN,Babu Ram M.Com,M,BJP,49042,Vinod Chaturvedi,M,INC,47130,1912
318,Kalpi,GEN,Arun Kumar Meharotra,M,BJP,42312,Sriram Pal,M,SP,39581,2731
319,Madhogarh,GEN,Brajendra Pratap Singh,M,BSP,39452,Santram Singh,M,BJP,36907,2545
320,Bhongaon,GEN,Alok Kumar,M,SP,51920,Shivraj Singh Alias P.T.I.,M,BSP,37726,14194
321,Kishni,(SC),Sandhya Katheriya,F,SP,53073,Rameshwar Dayal Valmiki,M,BJP,38514,14559
322,Karhal,GEN,Sovran Singh,M,BJP,50031,Anil Kumar Yadav,M,SP,49106,925
323,Shikohabad,GEN,Hari Om,M,SP,42711,Vimal Kumar,M,BSP,24346,18365
324,Jasrana,GEN,Ramvir Singh,M,SP,48925,Nares Prasad,M,RTKP,29063,19862
325,Ghiror,GEN,Jaibir Singh,M,BSP,38426,Urmila Devi,F,SP,37972,454
326,Mainpuri,GEN,Ashok Singh Chauhan,M,BJP,36239,Manik Chandra Yadav,M,SP,34410,1829
327,Aliganj,GEN,Rameshwer Singh Yadav,M,SP,44045,Satya Pal Singh,M,BSP,37107,6938
328,Patiali,GEN,Rajendra Singh Chauhan,M,BSP,30937,Moh. Mehphooz Ali Khan Urf Pyare Miyan,M,SP,28808,2129
329,Sakit,GEN,Suraj Singh Shakya,M,SP,36561,Virendra Singh Solanki,M,RTKP,20933,15628
330,Soron,GEN,Devendra Pratap,M,RTKP,32907,Ravi Sharma,M,BSP,20693,12214
331,Kasganj,GEN,Manpal Singh,M,SP,31958,Mahendra Singh,M,BJP,25412,6546
332,Etah,GEN,Shishu Pal Singh Yadav,M,SP,35229,Bharat Singh Verma,M,BSP,24157,11072
333,Nidhauli Kalan,GEN,Anil Kumar Singh Yadav,M,SP,51556,Om Prakash,M,RTKP,23295,28261
334,Jalesar,(SC),Anar Singh Diwakar,M,SP,38462,Ram Singh Rawal,M,BJP,31361,7101
335,Firozabad,GEN,Azim Bhai,M,SP,40697,Nasir Uddin,M,BSP,30969,9728
336,Bah,GEN,Raja Mahendra Aridaman Singh,M,BJP,54073,Santosh Chaudhary,M,SP,28066,26007
337,Fatehabad,GEN,Chhotelal Verma,M,BJP,49283,Ashok Kumar Dixit,M,BSP,44658,4625
338,Tundla,(SC),Mohan Dev Shankhvar,M,SP,44703,Ram Bahadur Chak,M,BJP,39952,4751
339,Etmadpur,(SC),Ganga Prasad Pushkar,M,RLD,38317,Chandrabhan Maurya,M,SP,33503,4814
340,Dayalbagh,GEN,Seth Kishan Lal Baghel,M,BSP,43543,Dr. Dharampal Singh,M,SP,31345,12198
341,Agra Cantonment,GEN,Mohammad Basheer,M,BSP,32182,Kesho Mehra,M,BJP,30662,1520
342,Agra East,GEN,Jagan Prasad Garg,M,BJP,30515,Govind Agrawal,M,INC,17766,12749
343,Agra West,(SC),Dr.Ram Babu Harit,M,BJP,32816,Dharm Prakah Bhartiya,M,BSP,24867,7949
344,Kheragarh,GEN,Amar Singh Parmar,M,RLD,40608,Bhupendra Pal Singh,M,BSP,37650,2958
345,Fatehpur Sikri,GEN,Chaudhary Babu Lal,M,RLD,50073,Raj Kumar Chahar,M,BSP,30970,19103
346,Goverdhan,(SC),Shyam,M,BJP,34873,Bharat Singh,M,BSP,28426,6447
347,Mathura,GEN,Pradeep Mathur,M,INC,40297,Ravikant Garg,M,BJP,33760,6537
348,Chhata,GEN,Tej Pal Singh,M,RLD,41698,Ch. Laxmi Narayan,M,ABLTC,35321,6377
349,Mat,GEN,Shyam Sunder Sharma,M,ABLTC,67718,Choudhary Pratap Singh,M,BSP,56334,11384
350,Gokul,GEN,Prem Singh,M,RLD,53142,Raj Kumar Rawat,M,BSP,40899,12243
351,Sadabad,GEN,Pratap,M,RLD,41972,Dr. Anil Chaudhari,M,SP,41896,76
352,Hathras,GEN,Ramvir Upadhyay,M,BSP,67925,Deo Swroop,M,RLD,42233,25692
353,Sasni,(SC),Devki Nandan,M,BJP,36438,Shiv Kumar,M,BSP,28148,8290
354,Sikandra Rao,GEN,Amar Singh Yadav S/O Sunder Singh,M,IND,38232,Yash Pal Singh Chauhan,M,BJP,32640,5592
355,Gangiri,GEN,Vireshwar,M,SP,39967,Mujahid Khan,M,RTKP,29543,10424
356,Atrauli,GEN,Prem Lata Devi,F,BJP,61036,Ashok Kumar,M,SP,50472,10564
357,Aligarh,GEN,Vivek Bansal,M,INC,47801,Deepak Mittal,M,BJP,23357,24444
358,Koil,(SC),Mahender Singh,M,BSP,44334,Rajendra Kumar,M,BJP,36617,7717
359,Iglas,GEN,Mukul Upadhyay,M,BSP,59446,Ch. Malkhan Singh,M,RLD,48326,11120
360,Barauli,GEN,Thakur Jaivir Singh,M,BSP,52231,Dalvir Singh,M,RLD,41737,10494
361,Khair,GEN,Pramod Gaur,M,BSP,45490,Satya Pal Singh,M,RLD,45128,362
362,Jewar,(SC),Narendra Kumar,M,BSP,29106,Banshi Singh,M,INC,28805,301
363,Khurja,GEN,Anil Kumar,M,BSP,28494,Harpal Singh,M,BJP,21443,7051
364,Debai,GEN,Rajveer Singh,M,RTKP,48017,Ram Singh,M,BJP,34485,13532
365,Anupshahr,GEN,Hoshiyar Singh,M,IND,27644,Ch Gajendra Singh,M,BSP,26651,993
366,Siana,GEN,Sunder Singh,M,RTKP,31150,Anil,M,BSP,28519,2631
367,Agota,GEN,Kiran Pal Singh,M,SP,45557,Virendra Singh Sirohi,M,BJP,32065,13492
368,Bulandshahr,GEN,Mahendra Singh Yadav,M,BJP,36634,Shahid Ali,M,BSP,31882,4752
369,Shikarpur,(SC),Munshi Lal Gautam,M,BJP,29175,Ganga Ram,M,SP,28250,925
370,Sikandrabad,GEN,Ved Ram Bhati,M,BSP,43723,Narendra Singh Bhati,M,SP,36097,7626
371,Dadri,GEN,Nawab Singh Nagar,M,BJP,50329,Raghu Raj,M,INC,39019,11310
372,Ghaziabad,GEN,Surendra Kumar Munni,F,SP,64173,Satish Tyagi,M,INC,52715,11458
373,Muradnagar,GEN,Rajpal Tyagi,M,INC,42135,Vivek Tyagi,M,RLD,38987,3148
374,Modinagar,GEN,Narendra Singh Sisodiya,M,BJP,39103,Dharmesh Singh Tomar,M,SP,33668,5435
375,Hapur,(SC),Dharampal,M,BSP,37582,Ram Swaroop Bharti,M,BJP,29478,8104
376,Garhmukteshwar,GEN,Madan Chouhan,M,SP,43808,Ram Naresh Rawat,M,BJP,36364,7444
377,Kithore,GEN,Shahid Manzoor,M,SP,44682,Kadar Nath,M,BSP,30513,14169
378,Hastinapur,(SC),Prabhu Dayal,M,SP,30178,Geeta Prakash,F,BJP,27151,3027
379,Sardhana,GEN,Prof. Ravindra Pundir,M,BJP,51282,Harpal Saini,M,BSP,41737,9545
380,Meerut Cantonment,GEN,Satya Prakash Agarwal (Kailash Dairy Wale),M,BJP,55952,Ramesh Dhingra,M,INC,40517,15435
381,Meerut,GEN,Dr. Laxmi Kant Vajpai,M,BJP,48739,Dilshad Ahmed,M,SP,25326,23413
382,Kharkhauda,GEN,Haji Yaqoob,M,BSP,48169,Lakhiram Nagar,M,IND,26852,21317
383,Siwalkhas,(SC),Ranveer Rana,M,RLD,41324,Sunder Lal Verma,M,BSP,40473,851
384,Khekra,GEN,Madan Bhaiya,M,IND,53963,Samsad,M,BSP,41407,12556
385,Baghpat,GEN,Kawkab Hameed Khan,M,RLD,52578,Sahab Singh,M,BSP,37800,14778
386,Barnawa,GEN,Samar Pal Singh,M,RLD,57490,Satyendra,M,BSP,30894,26596
387,Chhaprauli,GEN,Ajay Kumar,M,RLD,85107,Rajpal,M,BSP,21421,63686
388,Kandhla,GEN,Virendra Singh,M,RLD,74474,Ratan Pal Panwar,M,SP,40594,33880
389,Khatauli,GEN,Rajpal Singh Baliyan,M,RLD,70705,Pramod Tyagi,M,SP,42534,28171
390,Jansath,(SC),Yashwant,M,RLD,36416,Kabool Singh,M,SP,27098,9318
391,Morna,GEN,Rajpal Singh Saini,M,BSP,40579,Sanjay Singh,M,SP,33806,6773
392,Muzaffarnagar,GEN,Chitranjan Swarup,M,SP,58932,Kapil Dev,M,BJP,49809,9123
393,Charthawal,(SC),Uma,F,BSP,38219,Dr.G.S.Vinod,M,SP,36974,1245
394,Baghra,GEN,Paramjeet,M,RLD,42705,Pankaj Kumar,M,INC,39004,3701
395,Kairana,GEN,Hukum Singh,M,BJP,72782,Rajeshwar Kumar,M,SP,62299,10483
396,Thana Bhawan,GEN,Kiran Pal,M,SP,42095,Jagat Singh,M,RLD,32393,9702
397,Nakur,GEN,Dr. Sushil Chaudhary,M,INC,48703,Pradeep Kumar,M,JP,44519,4184
398,Sarsawa,GEN,Dharam Singh,M,BSP,53262,Raghav,M,BJP,43708,9554
399,Nagal,(SC),Smt. Satto Devi,F,BSP,67637,Rajnish,M,NLD,36313,31324
400,Deoband,GEN,Rajendra Singh Rana,M,BSP,47154,Ram Pal Singh Pundir,M,BJP,39095,8059
401,Harora,(SC),Vimla Rakesh,F,SP,84839,Jagpal,M,BSP,81152,3687
402,Saharanpur,GEN,Sanjay Garg,M,JP,64706,Laj Krishna,M,RLD,36702,28004
403,Muzaffarabad,GEN,Jagdish Singh Rana,M,SP,51914,Raomohd Neaim Khan,M,BSP,43381,8533
