candidate_id,state_name,constituency_number,candidate_name_eci,sitting_mla,adr_party,eci_party,education,age,assets_number,liabilities_number,assets_minus_liabilities,criminal_cases,gender
4619,Uttar Pradesh,240,SURESH,,Bahujan Mukti Party,Bahujan Mukti Party,Literate,36,820000,0,820000,0,M
4620,Uttar Pradesh,240,VIKRAM SINGH LODHI,,RLD,Rashtriya Lok Dal,12th Pass,36,319000,0,319000,0,M
4621,Uttar Pradesh,240,VIKRAM SINGH,,BJP,Bharatiya Janata Party,Post Graduate,49,29583818,23839624,5744194,4,M
2422,Uttar Pradesh,91,BRIJESH KUMAR CHAHAR,,RLD,Rashtriya Lok Dal,Post Graduate,39,6500000,0,6500000,7,M
2423,Uttar Pradesh,91,LAL SINGH,,SP,Samajwadi Party,12th Pass,44,6549792,1316915,5232877,0,M
2424,Uttar Pradesh,91,RAKESH,,IND,Independent,8th Pass,38,277205,0,277205,0,M
2425,Uttar Pradesh,91,SURAJPAL SINGH,Y,BSP,Bahujan Samaj Party,8th Pass,54,20702367,4086811,16615556,0,M
2426,Uttar Pradesh,91,CHAU. UDAYBHAN SINGH,,BJP,Bharatiya Janata Party,Graduate,70,35756885,459000,35297885,0,M
2427,Uttar Pradesh,91,VANDANA SHARMA,,IND,Independent,12th Pass,25,32000,0,32000,0,F
2428,Uttar Pradesh,91,YOGENDRA SINGH,,IND,Independent,Post Graduate,40,2980026,0,2980026,0,M
6077,Uttar Pradesh,332,AZIMULLAH ALIAS GUDDU,,Peace Party,Peace Party,Post Graduate,46,6071717,384692,5687025,0,M
6074,Uttar Pradesh,332,ARCHANA PANDEY,,IND,Independent,Doctorate,46,40090291,0,40090291,0,F
6073,Uttar Pradesh,332,BIRJA,,IND,Independent,12th Pass,45,1056100,0,1056100,0,M
6082,Uttar Pradesh,332,GANGA,,BJP,Bharatiya Janata Party,Post Graduate,80,9467000,1349000,8118000,0,M
6083,Uttar Pradesh,332,JAGDISH SINGH,,BSP,Bahujan Samaj Party,12th Pass,55,63600032,0,63600032,0,M
6075,Uttar Pradesh,332,JAWAHAR LAL YADAV,,RLD,Rashtriya Lok Dal,Not Given,53,806000,0,806000,1,M
6076,Uttar Pradesh,332,MOHAN,,CPI,Communist Party of India,12th Pass,38,2720571,0,2720571,1,M
6085,Uttar Pradesh,332,NANDLAL GUPT VIDROHI,,IND,Independent,Post Graduate,55,327500,0,327500,1,M
6086,Uttar Pradesh,332,RAJKUMAR,,IND,Independent,12th Pass,42,1487000,0,1487000,0,M
6084,Uttar Pradesh,332,RAJMANGAL YADAV,,Bahujan Mukti Party,Bahujan Mukti Party,12th Pass,46,5776000,300000,5476000,3,M
6087,Uttar Pradesh,332,SAROJ AHAMAD,,NCP,Nationalist Congress Party,12th Pass,48,134080,0,134080,0,M
6078,Uttar Pradesh,332,SAHARUN NISA,,IND,Independent,Graduate,32,96500,0,96500,1,F
6079,Uttar Pradesh,332,SUNIL ALIAS MANOJ SINGH,,IND,Independent,Post Graduate,33,895000,0,895000,1,M
6080,Uttar Pradesh,332,VINOD,,Bhartiya Sarvodaya Party,Bhartiya Sarvodaya Party,Graduate,40,318000,0,318000,0,M
6081,Uttar Pradesh,332,VISHWNATH,,SP,Samajwadi Party,Post Graduate,78,27492222,0,27492222,0,M
2486,Uttar Pradesh,97,AHTSHAM ALI (BABAR),,All India Majlis-E-Ittehadul Muslimeen,All India Majlis-E-Ittehadul Muslimeen,12th Pass,34,1501000,0,1501000,2,M
2487,Uttar Pradesh,97,AJAY KUMAR,,Jan Adhikar Manch,Jan Adhikar Manch,10th Pass,42,790000,0,790000,0,M
2488,Uttar Pradesh,97,AMIT GARG,,IND,Independent,Graduate Professional,34,80000,0,80000,0,M
2489,Uttar Pradesh,97,AZIM BHAI,,SP,Samajwadi Party,Graduate,51,8137633,0,8137633,14,M
2490,Uttar Pradesh,97,BALVEER SINGH,,Bharatiya Kisan Parivartan Party,Bharatiya Kisan Parivartan Party,Graduate Professional,38,84500,0,84500,0,M
2491,Uttar Pradesh,97,DEEPAK SHARMA,,Manuvadi Party,Manuvadi Party,Graduate Professional,30,271000,0,271000,0,M
2492,Uttar Pradesh,97,JAHANGIR KHAN ALVI,,Peace Party,Peace Party,Post Graduate,49,9902672,4250000,5652672,0,M
2493,Uttar Pradesh,97,KAUSHAL KISHORE UPADHYAY,,Rashtriya Sawarn Dal,Rashtriya Sawarn Dal,Post Graduate,50,4718672,0,4718672,0,M
2494,Uttar Pradesh,97,KHALID NASIR,,BSP,Bahujan Samaj Party,12th Pass,45,18215180,7755950,10459230,0,M
2495,Uttar Pradesh,97,MANISH ASIJA,Y,BJP,Bharatiya Janata Party,Graduate,52,72671267,7393142,65278125,6,M
2496,Uttar Pradesh,97,MO SHAHAJAD KHAN,,IUML,Indian Union Muslim League,10th Pass,46,2752430,0,2752430,2,M
2497,Uttar Pradesh,97,NITENDAR GUPTA,,Lok Dal,Lok Dal,8th Pass,48,1131000,0,1131000,0,M
2498,Uttar Pradesh,97,RAJKISHOR TIWARI,,IND,Independent,5th Pass,46,7150737,0,7150737,0,M
2499,Uttar Pradesh,97,RAMGOPAL,,Rashtriya Lok Samta Party,Rashtriya Lok Samta Party,12th Pass,42,1645500,0,1645500,0,M
2500,Uttar Pradesh,97,SHOUKIN SINGH,,Bharatiya Subhash Sena,Bharatiya Subhash Sena,10th Pass,46,1559000,0,1559000,0,M
5256,Uttar Pradesh,292,A WAHID,,IND,Independent,10th Pass,42,75106,0,75106,0,M
5257,Uttar Pradesh,292,ALAUDDIN,,BSP,Bahujan Samaj Party,8th Pass,62,22180166,2588553,19591613,1,M
5258,Uttar Pradesh,292,ANURAG,,IND,Independent,Post Graduate,35,21512075,0,21512075,3,M
5259,Uttar Pradesh,292,DR.SHIV PRATAP YADAV,,SP,Samajwadi Party,Doctorate,79,11567956,2900000,8667956,1,M
5260,Uttar Pradesh,292,MAHESH KUMAR,,IND,Independent,8th Pass,47,121000,25000,96000,0,M
5261,Uttar Pradesh,292,MANJOOR ALAM KHAN,,All India Majlis-E-Ittehadul Muslimeen,All India Majlis-E-Ittehadul Muslimeen,10th Pass,40,2983178,0,2983178,1,M
5262,Uttar Pradesh,292,MUKTIYAR,,Bharatiya Subhash Sena,Bharatiya Subhash Sena,Post Graduate,51,3064500,0,3064500,0,M
5263,Uttar Pradesh,292,MUSTAFA KHAN,,IND,Independent,5th Pass,62,3272300,0,3272300,0,M
5264,Uttar Pradesh,292,NAND KUMAR PANDEY,,IND,Independent,Post Graduate,38,2000000,0,2000000,0,M
5265,Uttar Pradesh,292,RAM DULARE,,IND,Independent,12th Pass,37,1264000,50000,1214000,0,M
5266,Uttar Pradesh,292,RAM NIWAS,,IND,Independent,5th Pass,70,56000,0,56000,0,M
5267,Uttar Pradesh,292,SAJJAD HUSAIN,,RLD,Rashtriya Lok Dal,Graduate Professional,34,2421300,50000,2371300,0,M
5268,Uttar Pradesh,292,SHAILESH KUMAR SINGH,,BJP,Bharatiya Janata Party,Post Graduate,48,20309830,0,20309830,7,M
5269,Uttar Pradesh,292,SWAYAMBAR PRASAD,,Nirbal Indian Shoshit Hamara Aam Dal,Nirbal Indian Shoshit Hamara Aam Dal,12th Pass,26,66000,0,66000,0,M
1467,Uttar Pradesh,7,INDER SAIN,,SP,Samajwadi Party,Graduate,51,10776001,3129295,7646706,0,M
1468,Uttar Pradesh,7,KAWAR PAL,,IND,Independent,5th Pass,,"50,79,717",0,5079717,0,M
1469,Uttar Pradesh,7,MAHIPAL SINGH MAJRA,,BSP,Bahujan Samaj Party,Others,66,41936964,"30,04,447",38932517,2,M
1470,Uttar Pradesh,7,NAUMAN MASOOD,,INC,Indian National Congress,12th Pass,46,38774172,0,38774172,0,M
1471,Uttar Pradesh,7,PRADEEP KUMAR,,BJP,Bharatiya Janata Party,Post Graduate,46,13552268,1100420,12451848,5,M
1472,Uttar Pradesh,7,RAJNESH CHAUHAN,,RLD,Rashtriya Lok Dal,Post Graduate,59,6219000,500000,5719000,0,M
1473,Uttar Pradesh,7,SATNAM SINGH,,Sarv Sambhaav Party,Sarv Sambhaav Party,5th Pass,63,1840050,250000,1590050,0,M
1474,Uttar Pradesh,7,SONU VERMA,,Bhartiya Tarak Samaj Party,Bhartiya Tarak Samaj Party,10th Pass,35,153000,0,153000,0,M
1475,Uttar Pradesh,7,VIKAS KUMAR,,IND,Independent,12th Pass,36,"3,47,240",0,347240,0,M
1476,Uttar Pradesh,7,YATENDERA,,IND,Independent,Post Graduate,44,9528912,2433332,7095580,1,M
4622,Uttar Pradesh,225,AMAR SINGH (FAUJI),,Vaicharik Kranti Party,Vaicharik Kranti Party,12th Pass,46,5936573,0,5936573,0,M
4623,Uttar Pradesh,225,DR. ARUN KUMAR MISHRA,,BSP,Bahujan Samaj Party,Literate,49,9269287,100000,9169287,1,M
4624,Uttar Pradesh,225,ATMARAM,,Bhartiya Shakti Chetna Party,Bhartiya Shakti Chetna Party,8th Pass,58,880000,0,880000,0,M
4625,Uttar Pradesh,225,BALARAM VERMA,,Swatantra Jantaraj Party,Swatantra Jantaraj Party,Post Graduate,40,1110970,0,1110970,0,M
4626,Uttar Pradesh,225,DEEP NARAYAN SINGH (DEEPAK YADAV),,SP,Samajwadi Party,Graduate,47,271841529,56735435,215106094,1,M
4627,Uttar Pradesh,225,GULAB SINGH,,RLD,Rashtriya Lok Dal,12th Pass,34,37762,0,37762,0,M
4628,Uttar Pradesh,225,GYADEEN,,IND,Independent,10th Pass,60,1922347,0,1922347,0,M
4629,Uttar Pradesh,225,JAWAHAR LAL RAJPOOT,,BJP,Bharatiya Janata Party,Graduate Professional,54,12016878,771050,11245828,1,M
4630,Uttar Pradesh,225,MADHUPAL SINGH,,IND,Independent,Post Graduate,42,4939609,0,4939609,0,M
4631,Uttar Pradesh,225,RAJENDRA PAL,,Jan Adhikar Manch,Jan Adhikar Manch,Post Graduate,38,2330000,0,2330000,0,M
4632,Uttar Pradesh,225,RAMGOPAL,,IND,Independent,Literate,59,6580717,0,6580717,0,M
4633,Uttar Pradesh,225,SUSHANTI YADAV,,IND,Independent,Literate,28,4209000,0,4209000,0,F
2051,Uttar Pradesh,60,AMRITA KUMAR,,IND,Independent,Graduate,49,98449902,0,98449902,0,M
2052,Uttar Pradesh,60,KUNWAR AYYUB ALI,,RLD,Rashtriya Lok Dal,Graduate Professional,59,"15,51,70,000",4400000,150770000,1,M
2053,Uttar Pradesh,60,BIJENDRA SINGH,,IND,Independent,12th Pass,33,8988096,0,8988096,0,M
2054,Uttar Pradesh,60,DEEN MOHAMMAD,,Ittehad-E-Millait Council,Ittehad-E-Millait Council,10th Pass,37,1775000,0,1775000,0,M
2055,Uttar Pradesh,60,PT. GOPAL SHARMA,,Sarvodaya Bharat Party,Sarvodaya Bharat Party,10th Pass,39,40000,0,40000,0,M
2056,Uttar Pradesh,60,DR. HUKAM SINGH,,IND,Independent,10th Pass,59,5580000,0,5580000,0,M
2057,Uttar Pradesh,60,KAMAL SINGH MALIK,,BJP,Bharatiya Janata Party,Post Graduate,50,112899369,1379139,111520230,0,M
2058,Uttar Pradesh,60,MADAN CHAUHAN,Y,SP,Samajwadi Party,Graduate,60,79471089,955031,78516058,0,M
2059,Uttar Pradesh,60,NAFEES AHMAD,,Bhartiya Janta Dal,Bhartiya Janta Dal,Not Given,30,30000,0,30000,0,M
2060,Uttar Pradesh,60,PRASHANT CHAUDHARY,,BSP,Bahujan Samaj Party,Post Graduate,49,265731343,5917980,259813363,1,M
2061,Uttar Pradesh,60,SANDEEP KUMAR,,IND,Independent,Post Graduate,32,"30,52,278",0,3052278,0,M
2062,Uttar Pradesh,60,SATPAL YADAV,,IND,Independent,8th Pass,46,126783032,3352855,123430177,0,M
2063,Uttar Pradesh,60,SIDDHARTH MALIK,,IND,Independent,Graduate Professional,25,"60,00,517",0,6000517,0,M
2064,Uttar Pradesh,60,VINOD KUMAR,,Rajlok Party,Rajlok Party,12th Pass,31,285800,25000,260800,0,M
2065,Uttar Pradesh,60,VEERESH CHAUDHARY,,Rashtriya Kisan Majdoor Party,Rashtriya Kisan Majdoor Party,10th Pass,43,16254406,30000,16224406,0,M
5270,Uttar Pradesh,301,ABDUL KALAM,,BSP,Bahujan Samaj Party,Graduate,56,22873529,0,22873529,2,M
5271,Uttar Pradesh,301,GIRISH NARAYAN PANDE,,Sarvodaya Bharat Party,Sarvodaya Bharat Party,Post Graduate,62,106220000,0,106220000,0,M
5272,Uttar Pradesh,301,ISRAR AHMAD NANKU,,CPI,Communist Party of India,Others,52,2558000,0,2558000,0,M
5273,Uttar Pradesh,301,PRABHAT KUMAR VERMA,,BJP,Bharatiya Janata Party,Post Graduate,48,7860200,2300000,5560200,3,M
5274,Uttar Pradesh,301,RAJESH KUMAR,,IND,Independent,Graduate,32,620887,0,620887,2,M
5275,Uttar Pradesh,301,RAM AVATAR,,IND,Independent,12th Pass,32,645706,0,645706,3,M
5276,Uttar Pradesh,301,RAM PRATAP SINGH,,SP,Samajwadi Party,Graduate,66,40643600,5200000,35443600,3,M
5277,Uttar Pradesh,301,SAKIR ALI,,IND,Independent,8th Pass,32,346166,0,346166,0,M
5278,Uttar Pradesh,301,SARVESH KUMAR SINGH,,IND,Independent,Graduate Professional,38,5701737,0,5701737,1,M
5279,Uttar Pradesh,301,TARUNENDRA CHANDRA PATEL,,INC,Indian National Congress,Post Graduate,34,3055000,0,3055000,0,M
5280,Uttar Pradesh,301,TILAK RAM,,Bahujan Mukti Party,Bahujan Mukti Party,5th Pass,53,864500,0,864500,0,M
5281,Uttar Pradesh,301,VAIBHAV PANDEY,,RLD,Rashtriya Lok Dal,Post Graduate,31,45068800,10860000,34208800,0,M
5284,Uttar Pradesh,301,VIJAY PRATAP,,IND,Independent,Others,33,80172,0,80172,0,M
5282,Uttar Pradesh,301,VIKRAM SINGH,,IND,Independent,12th Pass,37,85790826,1309375,84481451,1,M
5283,Uttar Pradesh,301,VIRENDER,,IND,Independent,Graduate,36,1035000,0,1035000,0,M
5285,Uttar Pradesh,185,DINESH SHUKLA,,AARAKSHAN VIRODHI PARTY,AARAKSHAN VIRODHI PARTY,12th Pass,27,110000,0,110000,0,M
5286,Uttar Pradesh,185,DR. BAJRANG BAHADUR SINGH,,Lok Dal,Lok Dal,Doctorate,41,7767198,1850000,5917198,0,M
5287,Uttar Pradesh,185,HARI BAKSA,,IND,Independent,12th Pass,48,1464398,0,1464398,0,M
5288,Uttar Pradesh,185,HARISHCHANDRA,,Manavtawadi Samaj Party,Manavtawadi Samaj Party,Literate,47,50000,0,50000,0,M
5289,Uttar Pradesh,185,JAGPAT LAL,,IND,Independent,10th Pass,56,2796000,120000,2676000,0,M
5290,Uttar Pradesh,185,KANS RAJ,,IND,Independent,8th Pass,40,670500,0,670500,1,M
5291,Uttar Pradesh,185,MAHADEV PRASAD,,Vikas Party,Vikas Party,12th Pass,32,265000,0,265000,0,M
5292,Uttar Pradesh,185,MO. HASSAN LAHRI,,Sarv Sambhaav Party,Sarv Sambhaav Party,8th Pass,36,592000,0,592000,0,M
5293,Uttar Pradesh,185,MO. MASOOM,,IND,Independent,12th Pass,28,1050000,0,1050000,0,M
5294,Uttar Pradesh,185,MOHAMMAD NAYEEM,,INC,Indian National Congress,10th Pass,54,8406274,500000,7906274,2,M
5303,Uttar Pradesh,185,RAKESH PRATAP SINGH,,SP,Samajwadi Party,12th Pass,44,29576815,7842625,21734190,3,M
5295,Uttar Pradesh,185,RAM ACHAL,,IND,Independent,8th Pass,58,1095500,0,1095500,0,M
5296,Uttar Pradesh,185,RAM BHAWAN,,Manvadhikar National Party,Manvadhikar National Party,12th Pass,35,1400000,0,1400000,0,M
5297,Uttar Pradesh,185,RAVINDRA KUMAR,,RLD,Rashtriya Lok Dal,Graduate Professional,36,5184000,3130000,2054000,0,M
5298,Uttar Pradesh,185,SHARAD KUMAR PANDEY,,IND,Independent,12th Pass,36,5161024,0,5161024,0,M
5299,Uttar Pradesh,185,SHRIRAM BAURASI,,IND,Independent,8th Pass,44,2486084,0,2486084,0,M
5300,Uttar Pradesh,185,UMA SHANKAR PANDEY,,BJP,Bharatiya Janata Party,Graduate Professional,65,18757500,505222,18252278,0,M
5301,Uttar Pradesh,185,VIJAY KISHOR,,BSP,Bahujan Samaj Party,Post Graduate,38,104873025,14229054,90643971,0,M
5302,Uttar Pradesh,185,VINOD KUMAR MAURYA,,Bahujan Mukti Party,Bahujan Mukti Party,10th Pass,33,220340,0,220340,0,M
3691,Uttar Pradesh,218,BABURAM,,Jan Adhikar Manch,Jan Adhikar Manch,12th Pass,28,5940500,0,5940500,0,M
3692,Uttar Pradesh,218,KAMAL RANI,,BJP,Bharatiya Janata Party,Post Graduate,57,10305281,0,10305281,0,F
3693,Uttar Pradesh,218,NANDRAM SONKER,,INC,Indian National Congress,12th Pass,55,9914913,2200000,7714913,0,M
3694,Uttar Pradesh,218,RAJENDRA,,Nirbal Indian Shoshit Hamara Aam Dal,Nirbal Indian Shoshit Hamara Aam Dal,Not Given,37,4002000,800000,3202000,1,M
3695,Uttar Pradesh,218,RAMJEEVAN,,Bhartiya Shakti Chetna Party,Bhartiya Shakti Chetna Party,Literate,48,567946,0,567946,0,M
3696,Uttar Pradesh,218,SAROJ KUREEL,,BSP,Bahujan Samaj Party,Graduate Professional,45,130753452,7867300,122886152,0,F
3697,Uttar Pradesh,218,SHRAWAN KUMAR,,IND,Independent,12th Pass,53,10037105,127000,9910105,0,M
3698,Uttar Pradesh,218,VIJAY GAUTAM,,Ojaswi Party,Ojaswi Party,Graduate,28,1000,0,1000,0,M
2009,Uttar Pradesh,56,AKHILESH KUMAR,,IND,Independent,Graduate Professional,41,1815000,0,1815000,0,M
2010,Uttar Pradesh,56,AKILA BEGUM,,Bharatiya Janvadi Party,Bharatiya Janvadi Party,5th Pass,45,2970000,0,2970000,0,F
2011,Uttar Pradesh,56,ATUL GARG,,BJP,Bharatiya Janata Party,Graduate,59,"12,19,66,511",16601325,105365186,0,M
2012,Uttar Pradesh,56,DHIRENDRA,,IND,Independent,Graduate,37,141969741,8848379,133121362,1,M
2013,Uttar Pradesh,56,K K SHARMA,,INC,Indian National Congress,Post Graduate,65,109071370,470000,108601370,0,M
2014,Uttar Pradesh,56,KIRAN,,Sarv Sambhaav Party,Sarv Sambhaav Party,Graduate Professional,38,495000,0,495000,0,F
2015,Uttar Pradesh,56,MAHESH CHAND GAUTAM,,IND,Independent,12th Pass,44,6176500,0,6176500,0,M
2016,Uttar Pradesh,56,MATBUL AHMAD,,Bahujan Mukti Party,Bahujan Mukti Party,Literate,48,2083000,0,2083000,0,M
2017,Uttar Pradesh,56,SHAMSHER RANA,,IND,Independent,12th Pass,45,4042000,0,4042000,0,M
2018,Uttar Pradesh,56,SULTAN SINGH,,RLD,Rashtriya Lok Dal,10th Pass,52,23487737,0,23487737,0,M
2019,Uttar Pradesh,56,SURESH BANSAL,Y,BSP,Bahujan Samaj Party,Post Graduate,74,108145684,0,108145684,0,M
2020,Uttar Pradesh,56,VIKAS MALHOTRA,,IND,Independent,Graduate,38,28000,0,28000,0,M
2021,Uttar Pradesh,56,VIKRAM,,Swatantra Jantaraj Party,Swatantra Jantaraj Party,12th Pass,51,481000,0,481000,0,M
6715,Uttar Pradesh,375,ANGAD,,Mahakranti Dal,Mahakranti Dal,Post Graduate,29,947000,0,947000,0,M
6716,Uttar Pradesh,375,ASHOK KUMAR,,IND,Independent,12th Pass,55,966000,0,966000,0,M
6717,Uttar Pradesh,375,AWADHESH,,Janta Raj Party,Janta Raj Party,12th Pass,47,918000,0,918000,0,M
6718,Uttar Pradesh,375,CHANDAN,,Bahujan Mukti Party,Bahujan Mukti Party,12th Pass,26,20500,0,20500,0,M
6719,Uttar Pradesh,375,JYOTSANA SINGH,,Nirbal Indian Shoshit Hamara Aam Dal,Nirbal Indian Shoshit Hamara Aam Dal,Graduate Professional,37,5410000,0,5410000,2,F
6720,Uttar Pradesh,375,RAJESH KUSHWAHA,,SP,Samajwadi Party,Graduate Professional,39,23663418,1882514,21780904,1,M
6721,Uttar Pradesh,375,RUDRA DATT TIWARI,,CPI,Communist Party of India,Graduate,52,687414,0,687414,0,M
6722,Uttar Pradesh,375,SANGEETA,,BJP,Bharatiya Janata Party,Doctorate,37,5471103,0,5471103,0,F
6723,Uttar Pradesh,375,SANTOSH KUMAR,,BSP,Bahujan Samaj Party,Post Graduate,41,19463806,1653541,17810265,4,M
6724,Uttar Pradesh,375,SATYADEV YADAV,,Lok Dal,Lok Dal,Post Graduate,48,102990000,50000,102940000,0,M
6725,Uttar Pradesh,375,YOGENDRA,,CPI(ML)(L),Communist Party of India (Marxist-Leninist) (Liberation),Graduate,32,5134,0,5134,0,M
6726,Uttar Pradesh,400,AMBIKESH,,IND,Independent,8th Pass,45,1434000,0,1434000,0,M
6727,Uttar Pradesh,400,ANIL KUMAR MAURYA,,BJP,Bharatiya Janata Party,Doctorate,47,73647495,25291190,48356305,0,M
6728,Uttar Pradesh,400,BABA,,IND,Independent,Literate,67,35000,0,35000,0,M
6729,Uttar Pradesh,400,BEENA SINGH,,BSP,Bahujan Samaj Party,Graduate,54,21352862,350000,21002862,0,F
6730,Uttar Pradesh,400,DHEERENDRA KUMAR URF DHEERAJ CHAUBEY,,IND,Independent,12th Pass,31,255200,0,255200,0,M
6731,Uttar Pradesh,400,GANGESHWAR SINGH CHAUHAN,,Janvadi Party(Socialist),Janvadi Party(Socialist),8th Pass,47,5552110,821674,4730436,0,M
6732,Uttar Pradesh,400,GHANSHYAM YADAV,,Bahujan Mukti Party,Bahujan Mukti Party,Post Graduate,41,1572500,0,1572500,0,M
6733,Uttar Pradesh,400,JITENDRA SINGH,,Bharatiya Subhash Sena,Bharatiya Subhash Sena,8th Pass,42,54000,0,54000,0,M
6734,Uttar Pradesh,400,KAILASH NATH,,IND,Independent,10th Pass,38,10285000,0,10285000,0,M
6735,Uttar Pradesh,400,RAJENDRA PRASAD,,RLD,Rashtriya Lok Dal,12th Pass,54,4630000,140000,4490000,2,M
6736,Uttar Pradesh,400,RAM PRAVESH,,CPI(ML)(L),Communist Party of India (Marxist-Leninist) (Liberation),Literate,38,125000,0,125000,0,M
6737,Uttar Pradesh,400,RAMESH CHANDRA DUBEY,,SP,Samajwadi Party,12th Pass,50,55698890,4236086,51462804,1,M
6738,Uttar Pradesh,400,EN. VINAY SINGH MAURYA,,IND,Independent,Post Graduate,30,987616,0,987616,0,M
6090,Uttar Pradesh,354,ABBAS ANSARI,,BSP,Bahujan Samaj Party,12th Pass,25,44176635,0,44176635,0,M
6091,Uttar Pradesh,354,CHAKLAL,,Ambedkar Samaj Party,Ambedkar Samaj Party,Doctorate,55,248235,124235,124000,0,M
6088,Uttar Pradesh,354,DARBARI CHAUHAN,,Independent,Independent,10th Pass,43,46000,0,46000,0,M
6089,Uttar Pradesh,354,DEV PRAKASH,,RLD,Rashtriya Lok Dal,Graduate,59,52268000,300000,51968000,0,M
6099,Uttar Pradesh,354,DINANATH CHAUHAN,,IND,Independent,5th Pass,53,2092000,0,2092000,0,M
6100,Uttar Pradesh,354,FAGU CHAUHAN,,BJP,Bharatiya Janata Party,10th Pass,69,79519311,0,79519311,2,M
6097,Uttar Pradesh,354,MD. HUSAIN,,IND,Independent,Literate,41,465000,0,465000,0,M
6098,Uttar Pradesh,354,MOHAN,,Jan Adhikar Party,Jan Adhikar Party,12th Pass,53,244000,0,244000,0,M
6101,Uttar Pradesh,354,RAMPYARE CHAUHAN,,Bahujan Mukti Party,Bahujan Mukti Party,12th Pass,55,667500,0,667500,0,M
6102,Uttar Pradesh,354,SANJAY KUMAR YADAV,,IND,Independent,Graduate,32,8938017,4950000,3988017,1,M
6092,Uttar Pradesh,354,SANJAY SINGH,,IND,Independent,Graduate,33,6326000,0,6326000,0,M
6093,Uttar Pradesh,354,SUDHAKAR,,SP,Samajwadi Party,Post Graduate,58,8232261,38000,8194261,3,M
6094,Uttar Pradesh,354,VIJAY YADAV,,IND,Independent,Graduate Professional,28,737448,0,737448,0,M
6095,Uttar Pradesh,354,VIVEK RAI,,CPI,Communist Party of India,12th Pass,26,21000,0,21000,3,M
6096,Uttar Pradesh,354,YOGENDRA,,IND,Independent,Post Graduate,49,34068169,50000,34018169,0,M
2945,Uttar Pradesh,139,ARVIND GIRI,,BJP,Bharatiya Janata Party,Graduate Professional,60,26938655,3088157,23850498,8,M
2946,Uttar Pradesh,139,BRIJ SWAROOP KANAUJIA,,BSP,Bahujan Samaj Party,Post Graduate,34,4223898,0,4223898,0,M
2947,Uttar Pradesh,139,DINESH KUMAR,,Rashtriya Kisan Majdoor Party,Rashtriya Kisan Majdoor Party,8th Pass,40,3170331,130000,3040331,0,M
2948,Uttar Pradesh,139,MAKARAND SINGH,,NCP,Nationalist Congress Party,Graduate Professional,42,4335000,0,4335000,0,M
2949,Uttar Pradesh,139,MANISH KUMAR GUPTA,,Peace Party,Peace Party,10th Pass,36,8414650,3400000,5014650,3,M
2950,Uttar Pradesh,139,NARENDRA KUMAR URF NARENDRA KUMAR,,IND,Independent,8th Pass,41,1883300,0,1883300,0,M
2951,Uttar Pradesh,139,PARAMJEET SHARMA,,Bharatiya Subhash Sena,Bharatiya Subhash Sena,Graduate Professional,55,6558000,280000,6278000,0,M
2952,Uttar Pradesh,139,RAGHVENDRA SINGH CHAUHAN,,Rashtriya Lokshakti Party,Rashtriya Lokshakti Party,Graduate,29,1435663,0,1435663,0,M
2953,Uttar Pradesh,139,SHAMSHUDDIN,,Rashtriya Vikalp Party,Rashtriya Vikalp Party,5th Pass,53,467000,0,467000,0,M
2954,Uttar Pradesh,139,VIDYAWATI,,IND,Independent,Literate,57,644000,0,644000,0,F
2955,Uttar Pradesh,139,VINAY TIWARI,Y,SP,Samajwadi Party,10th Pass,47,65788479,2637491,63150988,1,M
5304,Uttar Pradesh,296,ABHISHEK SINGH,,IND,Independent,12th Pass,33,40000,0,40000,0,M
5305,Uttar Pradesh,296,DURGESH KUMAR,,IND,Independent,Graduate,39,7892000,700000,7192000,0,M
5306,Uttar Pradesh,296,GULAB SINGH,,IND,Independent,12th Pass,35,7679672,0,7679672,0,M
5307,Uttar Pradesh,296,ISHWAR SARAN,,CPI,Communist Party of India,12th Pass,46,120000,0,120000,0,M
5308,Uttar Pradesh,296,KANHAIYA LAL,,IND,Independent,10th Pass,44,51000,0,51000,0,M
5309,Uttar Pradesh,296,MAHESH NARAYAN TIWARI,,SHS,Shivsena,12th Pass,61,16816026,841516,15974510,2,M
5310,Uttar Pradesh,296,MO. JALEEL KHAN,,BSP,Bahujan Samaj Party,5th Pass,56,17342588,135282,17207306,2,M
5311,Uttar Pradesh,296,NANDU LAL,,IND,Independent,Graduate,37,2449600,0,2449600,0,M
5312,Uttar Pradesh,296,PRATEEK BHUSHAN SINGH,,BJP,Bharatiya Janata Party,Graduate Professional,32,48908815,0,48908815,1,M
5313,Uttar Pradesh,296,RAKSHARAM PATHAK,,IND,Independent,12th Pass,27,15694,0,15694,0,M
5314,Uttar Pradesh,296,RUPESH KUMAR ALIAS NIRMAL SRIVASTAVA,,IND,Independent,Graduate Professional,42,28155316,0,28155316,9,M
5315,Uttar Pradesh,296,SAIYED ABDUL MUEED,,IND,Independent,Others,64,754200,0,754200,0,M
5316,Uttar Pradesh,296,SURAJ SINGH,,SP,Samajwadi Party,Graduate Professional,36,43224366,6379383,36844983,0,M
5317,Uttar Pradesh,296,VISHWANATH,,Bharatrashtra Democratic Party,Bharatrashtra Democratic Party,12th Pass,25,1142500,0,1142500,0,M
6111,Uttar Pradesh,344,ANIRUDDHA RAM PASI,,Asankhya Samaj Party,Asankhya Samaj Party,8th Pass,54,106096,0,106096,0,M
