candidate_id,state_name,constituency_number,candidate_name_eci,sitting_mla,adr_party,eci_party,education,age,assets_number,liabilities_number,assets_minus_liabilities,criminal_cases,gender
4738,Uttar Pradesh,243,HEERA LAL,,CPI,Communist Party of India,Graduate,59,5454100,47000,5407100,0,M
4739,Uttar Pradesh,243,KRISHNA PASWAN,,BJP,Bharatiya Janata Party,10th Pass,53,17041156,2242867,14798289,1,F
4740,Uttar Pradesh,243,OM PRAKASH GIHAR,,INC,Indian National Congress,Post Graduate,45,4402000,1000000,3402000,1,M
4741,Uttar Pradesh,243,RAJESH RAO,,RLD,Rashtriya Lok Dal,12th Pass,31,2153303,0,2153303,0,M
4742,Uttar Pradesh,243,SUNIL KUMAR,,BSP,Bahujan Samaj Party,Graduate,48,28930947,0,28930947,0,M
2168,Uttar Pradesh,71,ANIL PRATAP SINGH,,Bharatiya Subhash Sena,Bharatiya Subhash Sena,12th Pass,39,895000,0,895000,0,M
2169,Uttar Pradesh,71,ANOOP,,BJP,Bharatiya Janata Party,10th Pass,36,1020000,100000,920000,0,M
2170,Uttar Pradesh,71,MAMTA DEVI,,VANCHITSAMAJ INSAAF PARTY,VANCHITSAMAJ INSAAF PARTY,Post Graduate,27,32000,0,32000,0,F
2171,Uttar Pradesh,71,MANOJ,,Samajwadi Janata Party (ChandraShekhar),Samajwadi Janata Party (ChandraShekhar),12th Pass,30,197800,0,197800,0,M
2172,Uttar Pradesh,71,OM PAL SINGH,,RLD,Rashtriya Lok Dal,Graduate,31,3008564,0,3008564,0,M
2173,Uttar Pradesh,71,PRAGYA DEVI,,Swatantra Jantaraj Party,Swatantra Jantaraj Party,10th Pass,31,217000,0,217000,0,F
2174,Uttar Pradesh,71,PRASHANT KUMAR,,SP,Samajwadi Party,12th Pass,47,624800,0,624800,1,M
2175,Uttar Pradesh,71,RAJ KUMAR,,Rashtriya mahan Gantantra Party,Rashtriya mahan Gantantra Party,10th Pass,,8699000,0,8699000,0,M
2176,Uttar Pradesh,71,RAKESH KUMAR MAURYA,,BSP,Bahujan Samaj Party,12th Pass,50,57352167,4845891,52506276,0,M
2177,Uttar Pradesh,71,RAVI KUMAR,,Bahujan Mukti Party,Bahujan Mukti Party,8th Pass,30,125000,0,125000,0,M
6183,Uttar Pradesh,325,KALI CHARAN BELDAR,,IND,Independent,8th Pass,40,2509630,0,2509630,0,M
6180,Uttar Pradesh,325,COMMANDO KAMAL KISHOR,,INC,Indian National Congress,Graduate,65,8095918,0,8095918,1,M
6178,Uttar Pradesh,325,RAJESH,,Ambedkar Samaj Party,Ambedkar Samaj Party,Post Graduate,40,55000,0,55000,0,M
6177,Uttar Pradesh,325,RAJKUMAR,,BSP,Bahujan Samaj Party,Graduate,36,15363715,2700000,12663715,0,M
6176,Uttar Pradesh,325,RAM CHANDRA,,Jan Adhikar Party,Jan Adhikar Party,10th Pass,53,1317000,0,1317000,0,M
6179,Uttar Pradesh,325,RUPAWATI BELDAR,,SP,Samajwadi Party,8th Pass,35,10411000,0,10411000,0,F
6182,Uttar Pradesh,325,SANT PRASAD,,BJP,Bharatiya Janata Party,Post Graduate,63,16265000,180000,16085000,0,M
6185,Uttar Pradesh,325,SHYAM CHARAN,,IND,Independent,Literate,50,46414,0,46414,0,M
6181,Uttar Pradesh,325,VIDYA SAGAR,,Nirbal Indian Shoshit Hamara Aam Dal,Nirbal Indian Shoshit Hamara Aam Dal,12th Pass,47,7221424,1300000,5921424,1,M
6184,Uttar Pradesh,325,VIRENDRA KUMAR,,Bahujan Mukti Party,Bahujan Mukti Party,Post Graduate,31,349000,0,349000,0,M
5431,Uttar Pradesh,313,ALAUDDIN,,Samaj Seva Party,Samaj Seva Party,12th Pass,36,2074000,0,2074000,0,M
5432,Uttar Pradesh,313,AMRATA SINGH,,IND,Independent,10th Pass,38,3006000,0,3006000,0,M
5433,Uttar Pradesh,313,BAIJNATH,,IND,Independent,12th Pass,44,785000,0,785000,0,M
5434,Uttar Pradesh,313,BADDHNATH TIWARI,,IND,Independent,8th Pass,46,2744000,0,2744000,0,M
5435,Uttar Pradesh,313,DHANUSHDHARI,,NCP,Nationalist Congress Party,12th Pass,44,806500,0,806500,0,M
5436,Uttar Pradesh,313,DHARMENDRA KUMAR,,IND,Independent,Post Graduate,26,493495,0,493495,0,M
5437,Uttar Pradesh,313,DIGVIJAY NARAYAN ALIS JAY CHAUBEY,,BJP,Bharatiya Janata Party,Others,47,4126828,596867,3529961,0,M
5438,Uttar Pradesh,313,DR. MOHD. AYUB,,Peace Party,Peace Party,Post Graduate,61,34505034,7581552,26923482,11,M
5439,Uttar Pradesh,313,GANGA SINGH,,RLD,Rashtriya Lok Dal,8th Pass,50,42918552,9444491,33474061,0,M
5440,Uttar Pradesh,313,JAVED AHMED,,SP,Samajwadi Party,10th Pass,47,8022101,703006,7319095,0,M
5441,Uttar Pradesh,313,MANBHAWATI,,IND,Independent,5th Pass,43,42918550,9444491,33474059,0,F
5442,Uttar Pradesh,313,MASHHOOR ALAM CHOUDHARY,,BSP,Bahujan Samaj Party,12th Pass,52,157568642,1410074,156158568,1,M
5443,Uttar Pradesh,313,MOHAMMAD ALI,,Parcham Party of India,Parcham Party of India,10th Pass,30,1195000,0,1195000,0,M
5444,Uttar Pradesh,313,PRADEEP GUPTA,,IND,Independent,12th Pass,29,4548000,1700000,2848000,0,M
5445,Uttar Pradesh,313,PREM PRAKASH TRIPATHI,,IND,Independent,Graduate,64,526000,0,526000,0,M
5446,Uttar Pradesh,313,RAM AJOR,,IND,Independent,5th Pass,55,718000,0,718000,0,M
5447,Uttar Pradesh,313,RAMSWARATH,,Bharatiya Subhash Sena,Bharatiya Subhash Sena,8th Pass,55,90000,0,90000,0,M
5448,Uttar Pradesh,313,SATYA NARAYAN,,IND,Independent,Illiterate,45,2563000,38000,2525000,0,M
5449,Uttar Pradesh,313,SHAILENDRA KUMAR,,Bahujan Mukti Party,Bahujan Mukti Party,12th Pass,40,747052,200000,547052,0,M
5450,Uttar Pradesh,313,SUNITA YADAV,,IND,Independent,Literate,35,4639786,400000,4239786,0,F
5451,Uttar Pradesh,313,TAFSIRULLAH,,All India Majlis-E-Ittehadul Muslimeen,All India Majlis-E-Ittehadul Muslimeen,Graduate,30,23849000,600000,23249000,0,M
5452,Uttar Pradesh,313,VIJAY KUMAR SHUKLA ADVOCATE,,CPI,Communist Party of India,Graduate Professional,43,7775560,0,7775560,0,M
1561,Uttar Pradesh,15,AASHI GAUR,,Lok Dal,Lok Dal,Literate,25,3468543,0,3468543,0,F
1562,Uttar Pradesh,15,ADESH,,Bharatiya Bahujan Parivartan Party,Bharatiya Bahujan Parivartan Party,8th Pass,36,43110,0,43110,0,M
1563,Uttar Pradesh,15,BHARATVIR,,IND,Independent,Literate,47,36500,0,36500,0,M
1564,Uttar Pradesh,15,BRAHM SINGH,,CPI,Communist Party of India,10th Pass,59,6708346,1139000,5569346,0,M
1565,Uttar Pradesh,15,BRAJ BHUSHAN,,Bhartiya Sarvodaya Party,Bhartiya Sarvodaya Party,8th Pass,49,41017,0,41017,0,M
1566,Uttar Pradesh,15,CHANDAN SINGH CHAUHAN,,SP,Samajwadi Party,Graduate Professional,28,31031100,1436492,29594608,0,M
1567,Uttar Pradesh,15,DEEPAK KUMAR,,IND,Independent,Not Given,31,"2,02,000",0,202000,0,M
1568,Uttar Pradesh,15,JANARDAN SHARMA,,Hindustan Utthan Party,Hindustan Utthan Party,Post Graduate,64,2756641,612000,2144641,0,M
1569,Uttar Pradesh,15,MAYA,,Akhil Bhartiya Vikas Congress Party,Akhil Bhartiya Vikas Congress Party,Literate,51,885000,0,885000,0,F
1570,Uttar Pradesh,15,SATAYVEER SINGH,,IND,Independent,12th Pass,60,13270000,0,13270000,0,M
1571,Uttar Pradesh,15,SHAHNAWAZ RANA,,RLD,Rashtriya Lok Dal,Graduate Professional,44,71241239,12023000,59218239,13,M
1572,Uttar Pradesh,15,SHIVAN SINGH SAINI,,BSP,Bahujan Samaj Party,12th Pass,33,60035151,2455922,57579229,0,M
1573,Uttar Pradesh,15,SURENDRA KUMAR,,Akhil Bharat Hindu Mahasabha,Akhil Bharat Hindu Mahasabha,Literate,30,232000,0,232000,0,M
1574,Uttar Pradesh,15,VIKRAM SINGH,,BJP,Bharatiya Janata Party,8th Pass,48,4761493,0,4761493,6,M
1575,Uttar Pradesh,15,YAJPAL,,IND,Independent,10th Pass,61,593100,0,593100,0,M
2429,Uttar Pradesh,92,AMBEDKARI HASANURAM AMBEDKARI,,IND,Independent,Literate,62,1000,100632,-99632,1,M
2430,Uttar Pradesh,92,BHAGWAN SINGH KUSHWAHA,Y,BSP,Bahujan Samaj Party,Post Graduate,48,18207250,3099601,15107649,0,M
2431,Uttar Pradesh,92,BHIMSAIN KUSHAWAHA,,IND,Independent,8th Pass,31,420000,0,420000,0,M
2432,Uttar Pradesh,92,DHARMENDRA KUMAR SHARMA,,IND,Independent,10th Pass,40,1270389,0,1270389,0,M
2433,Uttar Pradesh,92,ISHVA KHAN,,IND,Independent,8th Pass,57,"53,64,000",0,5364000,0,M
2434,Uttar Pradesh,92,JAL DEVI,,IND,Independent,Illiterate,91,10000,0,10000,0,F
2435,Uttar Pradesh,92,KUSUMLATA DIXIT,,INC,Indian National Congress,8th Pass,55,68760022,606448,68153574,0,F
2436,Uttar Pradesh,92,MAHESH KUMAR GOYAL,,BJP,Bharatiya Janata Party,Post Graduate,66,326365413,850000,325515413,0,M
2437,Uttar Pradesh,92,RAJVIR SINGH,,Ambedkarite Party of India,Ambedkarite Party of India,10th Pass,45,1545000,0,1545000,0,M
2438,Uttar Pradesh,92,RAMENDRA SINGH PARMAR,,RLD,Rashtriya Lok Dal,12th Pass,42,15260000,0,15260000,0,M
2439,Uttar Pradesh,92,RAMNATH,,IND,Independent,Graduate,50,"51,42,000",300000,4842000,4,M
2440,Uttar Pradesh,92,RANDHIR SINGH,,IND,Independent,10th Pass,43,1940689,150000,1790689,0,M
2441,Uttar Pradesh,92,VANGALI RAM KUSHWAH,,IND,Independent,Post Graduate,47,3737000,0,3737000,0,M
2442,Uttar Pradesh,92,VIR BAHADUR ALIAS VIR BAHADUR DHAKRAY,,Lok Dal,Lok Dal,Graduate,31,"12,22,000",0,1222000,0,M
2160,Uttar Pradesh,70,AJAY KUMAR,,Rashtravadi Pratap Sena,Rashtravadi Pratap Sena,12th Pass,28,617000,0,617000,0,M
2161,Uttar Pradesh,70,ARJUN SINGH,,BSP,Bahujan Samaj Party,Post Graduate,61,36133631,0,36133631,1,M
2162,Uttar Pradesh,70,BANSHI SINGH,Y,INC,Indian National Congress,8th Pass,56,8575307,0,8575307,0,M
2163,Uttar Pradesh,70,MANOJ KUMAR,,RLD,Rashtriya Lok Dal,Post Graduate,32,6984489,2000000,4984489,0,M
2164,Uttar Pradesh,70,PRABHUDAYAL,,Rashtriya Janpriya Party,Rashtriya Janpriya Party,10th Pass,39,86000,0,86000,0,M
2165,Uttar Pradesh,70,RAJVIR SINGH,,Rashtriya Kisan Majdoor Party,Rashtriya Kisan Majdoor Party,Post Graduate,55,2427000,850000,1577000,1,M
2166,Uttar Pradesh,70,SANJIV SINGH,,IND,Independent,Graduate,27,526000,0,526000,0,M
2167,Uttar Pradesh,70,VIJENDRA SINGH,,BJP,Bharatiya Janata Party,Literate,40,55066161,0,55066161,0,M
3655,Uttar Pradesh,215,AJAY KAPOOR,Y,INC,Indian National Congress,Graduate,51,313990086,91529107,222460979,1,M
3656,Uttar Pradesh,215,MAHESH CHANDRA,,BJP,Bharatiya Janata Party,Graduate,49,90525385,3200000,87325385,0,M
3657,Uttar Pradesh,215,PRATIMA CHAK,,Desh Shakti Party,Desh Shakti Party,Post Graduate,26,113515,0,113515,0,F
3658,Uttar Pradesh,215,RAM KARAN,,Bhartiya Shakti Chetna Party,Bhartiya Shakti Chetna Party,Graduate Professional,51,3048245,577668,2470577,1,M
3659,Uttar Pradesh,215,SANDEEP KUMAR,,BSP,Bahujan Samaj Party,Post Graduate,29,81926320,18740500,63185820,1,M
3660,Uttar Pradesh,215,SITARAM SHUKLA,,IND,Independent,10th Pass,61,393356,0,393356,0,M
3661,Uttar Pradesh,215,SURJEET SINGH,,Voters Party International,Voters Party International,8th Pass,63,52237,0,52237,0,M
3662,Uttar Pradesh,215,SUSHIL KUMAR VERMA,,IND,Independent,Graduate Professional,35,147621,0,147621,0,M
3663,Uttar Pradesh,215,VINOD KUMAR,,Bahujan Mukti Party,Bahujan Mukti Party,12th Pass,33,668300,0,668300,0,M
2622,Uttar Pradesh,109,AKHILESH,,IND,Independent,Not Given,41,31000,0,31000,0,M
2623,Uttar Pradesh,109,ASHISH NIGAM,,IND,Independent,Graduate,23,6108200,4900000,1208200,0,M
2624,Uttar Pradesh,109,BRAJESH KUMAR,,SP,Samajwadi Party,Graduate,46,13424920,2660000,10764920,0,M
2625,Uttar Pradesh,109,GRISH KUMAR,,RLD,Rashtriya Lok Dal,12th Pass,44,14450000,0,14450000,0,M
2626,Uttar Pradesh,109,KAMLESH KUMARI,,BSP,Bahujan Samaj Party,Graduate,55,74072306,599790,73472516,0,M
2627,Uttar Pradesh,109,LEENA SINGH,,IND,Independent,Graduate,43,659794,0,659794,0,M
2628,Uttar Pradesh,109,MEERA,,Fauji Janta Party,Fauji Janta Party,8th Pass,42,1704550,700000,1004550,0,F
2629,Uttar Pradesh,109,NATHOO RAM,,IND,Independent,8th Pass,60,8578072,800000,7778072,0,M
2630,Uttar Pradesh,109,NETRAPAL,,Bharatiya Subhash Sena,Bharatiya Subhash Sena,12th Pass,44,1263000,0,1263000,0,M
2631,Uttar Pradesh,109,SUMAN DIWAKAR,,Jan Adhikar Manch,Jan Adhikar Manch,Post Graduate,57,8550038,1600000,6950038,0,F
2632,Uttar Pradesh,109,SUNIL KUMAR,,BJP,Bharatiya Janata Party,Others,51,27190054,100000,27090054,1,M
1902,Uttar Pradesh,46,AMRISH KUMAR TYAGI,,IND,Independent,10th Pass,46,6769000,0,6769000,0,M
1903,Uttar Pradesh,46,GAJRAJ SINGH,,BSP,Bahujan Samaj Party,Others,50,"11,48,64,968",4402285,110462683,0,M
1904,Uttar Pradesh,46,JAN MOHAMMAD,,IND,Independent,Illiterate,62,5339000,0,5339000,0,M
1905,Uttar Pradesh,46,MATLOOB GAUR,,RLD,Rashtriya Lok Dal,8th Pass,49,8381698,3380000,5001698,2,M
1906,Uttar Pradesh,46,RAHAT ALI,,IND,Independent,10th Pass,60,6038157,0,6038157,0,M
1907,Uttar Pradesh,46,SATYAVIR TYAGI,,BJP,Bharatiya Janata Party,12th Pass,63,30313852,813960,29499892,2,M
1908,Uttar Pradesh,46,SHAHID MANZOOR,Y,SP,Samajwadi Party,Post Graduate,62,32436217,0,32436217,0,M
2215,Uttar Pradesh,75,ANIL PARASHAR,,BJP,Bharatiya Janata Party,Graduate Professional,46,49460030,12612097,36847933,1,M
2216,Uttar Pradesh,75,ASHOK KUMAR PANDEY,,Akhil Bharat Hindu Mahasabha,Akhil Bharat Hindu Mahasabha,Post Graduate,33,1403500,0,1403500,0,M
2217,Uttar Pradesh,75,LALIT SARASWAT,,IND,Independent,12th Pass,33,637000,0,637000,0,M
2218,Uttar Pradesh,75,MAMTA TIWARI,,IND,Independent,10th Pass,40,3088000,30000,3058000,0,F
2219,Uttar Pradesh,75,PARVEZ KHAN,,All India Majlis-E-Ittehadul Muslimeen,All India Majlis-E-Ittehadul Muslimeen,Post Graduate,44,2443482,0,2443482,3,M
2220,Uttar Pradesh,75,RAJIV KUMAR SINGH,,Samajwadi Janata Party (ChandraShekhar),Samajwadi Janata Party (ChandraShekhar),Post Graduate,41,122000,0,122000,0,M
2221,Uttar Pradesh,75,RAM KUMAR SHARMA,,BSP,Bahujan Samaj Party,Graduate,61,15460416,3116377,12344039,0,M
2222,Uttar Pradesh,75,RAMDUTT,,Bharatiya Subhash Sena,Bharatiya Subhash Sena,10th Pass,57,2144000,0,2144000,0,M
2223,Uttar Pradesh,75,SHAZ ISHAQ URF AJJU ISHAQ,,SP,Samajwadi Party,Graduate,35,10391000,1296000,9095000,0,M
2224,Uttar Pradesh,75,THAKUR SOMVEER SINGH,,Sarva Samaj Kalyan Party,Sarva Samaj Kalyan Party,Post Graduate,31,1695000,0,1695000,0,M
2225,Uttar Pradesh,75,TULSI GAUD,,IND,Independent,Post Graduate,53,9477984,0,9477984,0,M
2226,Uttar Pradesh,75,VIVEK BANSAL,,INC,Indian National Congress,Graduate,58,66172002,0,66172002,0,M
2227,Uttar Pradesh,75,ZAMEER ULLAH KHAN,Y,IND,Independent,8th Pass,50,14521200,0,14521200,3,M
4743,Uttar Pradesh,265,AKHILESH KUMAR,,Bhartiya Shakti Chetna Party,Bhartiya Shakti Chetna Party,Graduate,29,192461,0,192461,0,M
4744,Uttar Pradesh,265,CHIRAUNJI LAL,,CPI(M),Communist Party of India (Marxist),12th Pass,52,141000,0,141000,0,M
4745,Uttar Pradesh,265,DHARM RAJ,,IND,Independent,Graduate,41,2400000,0,2400000,0,M
4746,Uttar Pradesh,265,MAYAWATI,,RLD,Rashtriya Lok Dal,12th Pass,27,2000,0,2000,0,F
4747,Uttar Pradesh,265,PANCHAM LAL,,CPI(ML)(L),Communist Party of India (Marxist-Leninist) (Liberation),Graduate,48,6000,0,6000,1,M
4748,Uttar Pradesh,265,RAJ BALI JAISAL,,BSP,Bahujan Samaj Party,Graduate,49,16941094,1858000,15083094,0,M
4749,Uttar Pradesh,265,RAJMANI,,BJP,Bharatiya Janata Party,Post Graduate,52,734402,60000,674402,0,M
4750,Uttar Pradesh,265,RAM DEV,,SP,Samajwadi Party,Literate,52,2939000,0,2939000,0,M
4751,Uttar Pradesh,265,RAM KRIPAL,,INC,Indian National Congress,Graduate,57,3480999,100000,3380999,2,M
4752,Uttar Pradesh,265,RANG LAL,,Jan Adhikar Party,Jan Adhikar Party,Graduate Professional,35,12600,0,12600,0,M
4753,Uttar Pradesh,265,RAVI SHANKAR,,Aadim Samaj Party,Aadim Samaj Party,8th Pass,30,556600,0,556600,0,M
4754,Uttar Pradesh,265,SHIV JANAK,,Bahujan Mukti Party,Bahujan Mukti Party,10th Pass,36,160529,0,160529,0,M
4755,Uttar Pradesh,265,TEJBALI,,IND,Independent,Graduate,56,796000,0,796000,0,M
4756,Uttar Pradesh,246,BHAGWANDEEN,,IND,Independent,Graduate,54,1424132,0,1424132,0,M
4757,Uttar Pradesh,246,JANKI SHARAN,,BJP,Bharatiya Janata Party,Graduate Professional,49,36626796,2136681,34490115,0,M
4758,Uttar Pradesh,246,JIYALAL,,Bahujan Mukti Party,Bahujan Mukti Party,10th Pass,44,2202900,0,2202900,0,M
4759,Uttar Pradesh,246,PARVEZ AKHTAR,,BSP,Bahujan Samaj Party,12th Pass,42,9957200,975072,8982128,0,M
4760,Uttar Pradesh,246,RAGHURAJ PRATAP SINGH,,IND,Independent,Graduate,43,142584083,0,142584083,1,M
4761,Uttar Pradesh,246,RAM KRIPAL,,IND,Independent,Graduate Professional,49,620000,0,620000,0,M
1748,Uttar Pradesh,29,AKBAR HUSAIN,,BSP,Bahujan Samaj Party,10th Pass,72,63358239,4175536,59182703,0,M
1749,Uttar Pradesh,29,FAYYAZUL HUSAIN,,Bharatiya Bahujan Parivartan Party,Bharatiya Bahujan Parivartan Party,10th Pass,56,3080000,0,3080000,0,M
1750,Uttar Pradesh,29,IRFAN ALI,,IND,Independent,8th Pass,39,1740000,0,1740000,0,M
1751,Uttar Pradesh,29,ISRAR HUSAIN,,All India Majlis-E-Ittehadul Muslimeen,All India Majlis-E-Ittehadul Muslimeen,8th Pass,35,1215000,0,1215000,0,M
1752,Uttar Pradesh,29,MOHAMMAD NABI,,RLD,Rashtriya Lok Dal,10th Pass,40,4000000,0,4000000,0,M
1753,Uttar Pradesh,29,MOHAMMAD RIZWAN,Y,SP,Samajwadi Party,Graduate,66,12900000,0,12900000,2,M
1754,Uttar Pradesh,29,MOHD. RAIS,,IND,Independent,12th Pass,48,1846649,0,1846649,0,M
1755,Uttar Pradesh,29,MOHD. ZAKI,,IND,Independent,Post Graduate,30,350000,0,350000,0,M
1756,Uttar Pradesh,29,PAPPU SINGH,,IND,Independent,Post Graduate,26,339575,0,339575,0,M
1757,Uttar Pradesh,29,RAJENDRA,,Jan Shakti Dal,Jan Shakti Dal,Literate,38,3703200,6075000,-2371800,0,M
1758,Uttar Pradesh,29,RAMJANI,,Peace Party,Peace Party,Not Given,43,829000,0,829000,0,M
1759,Uttar Pradesh,29,RAMVEER SINGH,,BJP,Bharatiya Janata Party,Post Graduate,45,22758835,850000,21908835,4,M
1760,Uttar Pradesh,29,SANTU URF SANTOSH KUMAR,,Bharatiya Subhash Sena,Bharatiya Subhash Sena,Literate,30,54000,0,54000,0,M
1761,Uttar Pradesh,29,UVAIS,,IND,Independent,10th Pass,40,8390000,0,8390000,3,M
3699,Uttar Pradesh,266,AMAR SINGH,,RLD,Rashtriya Lok Dal,10th Pass,65,31047742,517434,30530308,0,M
3700,Uttar Pradesh,266,ANITA SINGH,,IND,Independent,Post Graduate,49,42114583,0,42114583,0,F
3701,Uttar Pradesh,266,CH.TALIB NAJIB KOKAB,,IND,Independent,Post Graduate,48,38239199,1095847,37143352,2,M
3702,Uttar Pradesh,266,FAREED MAHFOOZ KIDWAI,Y,SP,Samajwadi Party,Post Graduate,72,30780447,0,30780447,0,M
3703,Uttar Pradesh,266,MAHENDRA PAL SINGH S/O SWAMI NATH,,Hamari Apni Party,Hamari Apni Party,Post Graduate,41,10000,0,10000,0,M
3704,Uttar Pradesh,266,MAHENDRA PAL SINGH S/O BARATILAL,,Rashtravyapi Janta Party,Rashtravyapi Janta Party,Post Graduate,29,130000,0,130000,0,M
3705,Uttar Pradesh,266,MO.HAROON,,IND,Independent,12th Pass,30,132169,0,132169,0,M
3706,Uttar Pradesh,266,NEELAM SAINI,,Adarsh Samaj Party,Adarsh Samaj Party,Post Graduate,44,94000,0,94000,0,F
3707,Uttar Pradesh,266,OMPRAKASH DAS,,Bhartiya Krishak Dal,Bhartiya Krishak Dal,5th Pass,54,403300,0,403300,0,M
3708,Uttar Pradesh,266,RAM KISHOR,,Dr. Bhimrao Ambedkar Dal,Dr. Bhimrao Ambedkar Dal,8th Pass,52,850000,0,850000,0,M
3709,Uttar Pradesh,266,RAMOO LAL VERMA,,Bahujan Mukti Party,Bahujan Mukti Party,Post Graduate,39,6773000,1950000,4823000,1,M
3710,Uttar Pradesh,266,SAKENDRA PRATAP VERMA,,BJP,Bharatiya Janata Party,Post Graduate,56,5557037,500000,5057037,0,M
3711,Uttar Pradesh,266,SARVAR ALI,,Peace Party,Peace Party,12th Pass,67,48019037,1105345,46913692,0,M
3712,Uttar Pradesh,266,V.P.SINGH VERMA,,BSP,Bahujan Samaj Party,Post Graduate,61,42114583,0,42114583,0,M
3713,Uttar Pradesh,266,VINOD KUMAR YADAV,,CPI,Communist Party of India,10th Pass,62,3726229,0,3726229,1,M
6190,Uttar Pradesh,333,AMBRISH KUMAR SRIVASTAV,,IND,Independent,10th Pass,42,357443,0,357443,0,M
6189,Uttar Pradesh,333,BRAHMASHANKAR TRIPATHI,,SP,Samajwadi Party,Post Graduate,64,266328367,4535786,261792581,0,M
6192,Uttar Pradesh,333,MANISH KUMAR GUPTA,,Jan Adhikar Party,Jan Adhikar Party,Post Graduate,27,1625000,100000,1525000,0,M
6187,Uttar Pradesh,333,RADHIKA DEVI,,IND,Independent,Not Given,45,7040481,0,7040481,0,F
6186,Uttar Pradesh,333,RAJESH PRATAP RAV ALIAS BANTI BHAIYA,,BSP,Bahujan Samaj Party,Others,43,521000,0,521000,0,M
6194,Uttar Pradesh,333,RAJNIKANT MANI TRIPATHI,,BJP,Bharatiya Janata Party,Post Graduate,58,2262504,0,2262504,0,M
6188,Uttar Pradesh,333,SATVANT YADAV,,Peace Party,Peace Party,Others,32,251000,0,251000,0,M
6191,Uttar Pradesh,333,SUDHAKAR PANDEY,,IND,Independent,Graduate,45,70000,0,70000,0,M
6193,Uttar Pradesh,333,VIDAYA SAGAR SINGH,,Bhartiya Shakti Chetna Party,Bhartiya Shakti Chetna Party,12th Pass,26,30000,0,30000,0,M
6195,Uttar Pradesh,333,ZAKIR ALI,,NCP,Nationalist Congress Party,Post Graduate,72,10588000,700000,9888000,0,M
3034,Uttar Pradesh,148,ANIL KUMAR VERMA,,INC,Indian National Congress,Graduate,52,14882633,400000,14482633,1,M
3035,Uttar Pradesh,148,MAIKU LAL,,Sabka Dal United,Sabka Dal United,5th Pass,60,5172680,0,5172680,0,M
3036,Uttar Pradesh,148,MANTOONA,,IND,Independent,Illiterate,42,960700,0,960700,0,M
3037,Uttar Pradesh,148,MO. JASMEER ANSARI,Y,BSP,Bahujan Samaj Party,Literate,48,9554980,0,9554980,0,M
3038,Uttar Pradesh,148,NEERAJ KUMAR VERMA,,Lok Gathbandhan Party,Lok Gathbandhan Party,12th Pass,40,2562725,383616,2179109,0,M
3039,Uttar Pradesh,148,RAJESH KUMAR RATHOUR,,Bharatiya Subhash Sena,Bharatiya Subhash Sena,Literate,41,1626500,0,1626500,0,M
3040,Uttar Pradesh,148,RAJKUMAR,,RLD,Rashtriya Lok Dal,Literate,41,828000,0,828000,0,M
3041,Uttar Pradesh,148,RAKESH KUMAR,,IND,Independent,Graduate,53,1731000,60000,1671000,0,M
3042,Uttar Pradesh,148,RAMSANEHI,,IND,Independent,12th Pass,46,28110,0,28110,0,M
3043,Uttar Pradesh,148,SUNDARI DEVI,,IND,Independent,8th Pass,49,10000,0,10000,0,F
3044,Uttar Pradesh,148,SUNEEL VERMA,,BJP,Bharatiya Janata Party,Post Graduate,39,15134278,600000,14534278,0,M
3045,Uttar Pradesh,148,SURESH CHANDRA,,Awami Samta Party,Awami Samta Party,5th Pass,28,0,0,0,0,M
3046,Uttar Pradesh,148,VINOD KUMAR,,IND,Independent,12th Pass,28,3572819,50000,3522819,0,M
2970,Uttar Pradesh,142,LIAQAT ALI KHAN,,RLD,Rashtriya Lok Dal,Post Graduate,64,8066000,290000,7776000,1,M
2971,Uttar Pradesh,142,OM PRAKASH,,Bharatiya Subhash Sena,Bharatiya Subhash Sena,8th Pass,47,6453000,0,6453000,0,M
2972,Uttar Pradesh,142,OOSHA VERMA,,Mahila Sashaktikaran Party,Mahila Sashaktikaran Party,12th Pass,31,27285,0,27285,0,F
2973,Uttar Pradesh,142,PARO KINNAR,,IND,Independent,Illiterate,32,1000000,0,1000000,0,third
2974,Uttar Pradesh,142,PUJAA SHUKLA,,Bhartiya Jan Sahyog Party,Bhartiya Jan Sahyog Party,Graduate,32,366800,0,366800,0,F
2975,Uttar Pradesh,142,SHASHIDHAR MISHRA NAAME MAHRAJ,,BSP,Bahujan Samaj Party,Post Graduate,52,156195690,67661685,88534005,1,M
2976,Uttar Pradesh,142,UTKARSH VERMA MADHUR,Y,SP,Samajwadi Party,Others,32,14634128,0,14634128,0,M
2977,Uttar Pradesh,142,VINAY TIWARI,,Rashtriya Vikalp Party,Rashtriya Vikalp Party,Graduate Professional,34,137200,0,137200,0,M
2978,Uttar Pradesh,142,YOGESH VERMA,,BJP,Bharatiya Janata Party,Post Graduate,43,9768938,1079839,8689099,0,M
6203,Uttar Pradesh,351,AZAD ARI MARDAN,,BSP,Bahujan Samaj Party,Graduate Professional,44,79457007,0,79457007,0,M
6197,Uttar Pradesh,351,BECHAI SAROJ,,SP,Samajwadi Party,Graduate,46,5714786,1640164,4074622,0,M
6201,Uttar Pradesh,351,DAROGA PRASAD SAROJ,,BJP,Bharatiya Janata Party,Graduate,68,21655081,0,21655081,4,M
6202,Uttar Pradesh,351,MANTRAJ,,National Democratic Party,National Democratic Front,Graduate Professional,44,60000,0,60000,0,M
