const_id,const_name,category,gender,party,muslim,C&G,G&M,M&C
363,Bairia,GEN,M,SP,FALSE,FALSE,FALSE,FALSE
364,Badlapur,GEN,M,SP,FALSE,FALSE,FALSE,FALSE
365,Shahganj,GEN,M,SP,FALSE,FALSE,FALSE,FALSE
366,Jaunpur,GEN,M,INC,TRUE,FALSE,FALSE,TRUE
367,Malhani,GEN,M,SP,FALSE,FALSE,FALSE,FALSE
368,Mungra Badshahpur,GEN,F,BJP,FALSE,FALSE,FALSE,FALSE
369,Machhlishahr,S.C.,M,SP,FALSE,FALSE,FALSE,FALSE
370,Mariyahu,GEN,F,SP,FALSE,FALSE,FALSE,FALSE
371,Zafrabad,GEN,M,SP,FALSE,FALSE,FALSE,FALSE
372,Kerakat,S.C.,M,SP,FALSE,FALSE,FALSE,FALSE
373,Jakhanian,S.C.,M,SP,FALSE,FALSE,FALSE,FALSE
374,Saidpur,S.C.,M,SP,FALSE,FALSE,FALSE,FALSE
375,Ghazipur,GEN,M,SP,FALSE,FALSE,FALSE,FALSE
376,Jangipur,GEN,M,SP,FALSE,FALSE,FALSE,FALSE
377,Zahoorabad,GEN,F,SP,TRUE,FALSE,TRUE,TRUE
378,Mohammadabad,GEN,M,QED,TRUE,FALSE,FALSE,TRUE
379,Zamania,GEN,M,SP,FALSE,FALSE,FALSE,FALSE
380,Mughalsarai,GEN,M,BSP,FALSE,FALSE,FALSE,FALSE
381,Sakaldiha,GEN,M,IND,FALSE,FALSE,FALSE,FALSE
382,Saiyadraja,GEN,M,IND,FALSE,FALSE,FALSE,FALSE
383,Chakia,S.C.,F,SP,FALSE,TRUE,FALSE,FALSE
384,Pindra,GEN,M,INC,FALSE,FALSE,FALSE,FALSE
385,Ajagara,S.C.,M,BSP,FALSE,FALSE,FALSE,FALSE
386,Shivpur,GEN,M,BSP,FALSE,FALSE,FALSE,FALSE
387,Rohaniya,GEN,F,AD,FALSE,FALSE,FALSE,FALSE
388,Varanasi North,GEN,M,BJP,FALSE,FALSE,FALSE,FALSE
389,Varanasi South,GEN,M,BJP,FALSE,FALSE,FALSE,FALSE
390,Varanasi Cantt.,GEN,F,BJP,FALSE,FALSE,FALSE,FALSE
391,Sevapuri,GEN,M,SP,FALSE,FALSE,FALSE,FALSE
392,Bhadohi,GEN,M,SP,TRUE,FALSE,FALSE,TRUE
393,Gyanpur,GEN,M,SP,FALSE,FALSE,FALSE,FALSE
394,Aurai,S.C.,F,SP,FALSE,TRUE,FALSE,FALSE
395,Chhanbey,S.C.,M,SP,FALSE,FALSE,FALSE,FALSE
396,Mirzapur,GEN,M,SP,FALSE,FALSE,FALSE,FALSE
397,Majhawan,GEN,M,BSP,FALSE,FALSE,FALSE,FALSE
398,Chunar,GEN,M,SP,FALSE,FALSE,FALSE,FALSE
399,Marihan,GEN,M,INC,FALSE,FALSE,FALSE,FALSE
400,Ghorawal,GEN,M,SP,FALSE,FALSE,FALSE,FALSE
401,Robertsganj,GEN,M,SP,FALSE,FALSE,FALSE,FALSE
402,Obra,GEN,M,BSP,FALSE,FALSE,FALSE,FALSE
403,Duddhi,S.C.,F,IND,FALSE,TRUE,FALSE,FALSE
